#
# conName	cFromPadded	cToPadded	cFromUnpadded	cToUnpadded	type	rName	rFromPadded	rToPadded	rFromUnpadded	rToUnpadded	comment
#
302_c1	4693	4777	4608	4691	HAF3	8-9700000-9720000:4141:fwd	499	583	485	569	
302_c1	4716	4717	4631	4632	R454	8-9700000-9720000:4141:fwd	522	523	508	509	
302_c1	4665	4540	4580	4461	HAF5	585-9700000-9720000:4595:rev	5	130	5	124	
302_c1	4539	4323	4460	4252	HAF3	585-9700000-9720000:4595:rev	131	347	125	333	
302_c1	4349	4348	4278	4277	R454	585-9700000-9720000:4595:rev	321	322	306	307	
302_c1	4322	4194	4251	4124	HAF5	585-9700000-9720000:4595:rev	348	476	334	461	
302_c1	4321	4320	4250	4249	R454	585-9700000-9720000:4595:rev	349	350	335	336	
302_c1	4668	4540	4583	4461	HAF5	100-9700000-9720000:4598:rev	5	133	5	127	
302_c1	4539	4323	4460	4252	HAF3	100-9700000-9720000:4598:rev	134	350	128	334	
302_c1	4362	4361	4290	4289	R454	100-9700000-9720000:4598:rev	311	312	295	296	
302_c1	4322	4093	4251	4025	HAF5	100-9700000-9720000:4598:rev	351	580	335	561	
302_c1	4092	4083	4024	4015	HAF3	100-9700000-9720000:4598:rev	581	590	562	571	
302_c1	4054	4091	3986	4023	HAF5	461-9700000-9720000:3998:fwd	5	42	5	43	
302_c1	4092	4092	4024	4024	HAF3	461-9700000-9720000:3998:fwd	43	43	44	44	
302_c1	4093	4322	4025	4251	HAF5	461-9700000-9720000:3998:fwd	44	273	45	273	
302_c1	4104	4105	4036	4037	R454	461-9700000-9720000:3998:fwd	55	56	57	59	
302_c1	4323	4539	4252	4460	HAF3	461-9700000-9720000:3998:fwd	274	490	274	484	
302_c1	4369	4370	4297	4298	R454	461-9700000-9720000:3998:fwd	320	321	319	321	
302_c1	4500	4501	4422	4423	R454	461-9700000-9720000:3998:fwd	451	452	445	446	
302_c1	4540	4637	4461	4552	HAF5	461-9700000-9720000:3998:fwd	491	588	485	578	
302_c1	4563	4564	4483	4484	R454	461-9700000-9720000:3998:fwd	514	515	507	510	
302_c1	4564	4564	4484	4484	R454	461-9700000-9720000:3998:fwd	515	515	510	510	
302_c1	4573	4574	4492	4493	R454	461-9700000-9720000:3998:fwd	524	525	518	519	
302_c1	4638	4644	4553	4559	HAF3	461-9700000-9720000:3998:fwd	589	595	579	585	
302_c1	4567	4540	4487	4461	HAF5	525-9700000-9720000:4502:rev	5	32	5	31	
302_c1	4539	4323	4460	4252	HAF3	525-9700000-9720000:4502:rev	33	249	32	240	
302_c1	4322	4226	4251	4155	HAF5	525-9700000-9720000:4502:rev	250	346	241	337	
302_c1	4224	4221	4153	4150	HAF4	525-9700000-9720000:4502:rev	348	351	338	341	
302_c1	4220	4093	4149	4025	HAF5	525-9700000-9720000:4502:rev	352	479	342	466	
302_c1	4092	4092	4024	4024	HAF3	525-9700000-9720000:4502:rev	480	480	467	467	
302_c1	4091	3978	4023	3912	HAF5	525-9700000-9720000:4502:rev	481	594	468	581	
302_c1	4089	4088	4021	4020	R454	525-9700000-9720000:4502:rev	483	484	470	471	
302_c1	3948	3957	3883	-1	HAF2	646-9700000-9720000:3895:fwd	5	14	5	14	
302_c1	3958	4091	3892	4023	HAF5	646-9700000-9720000:3895:fwd	15	148	15	147	
302_c1	4007	4008	3940	3941	R454	646-9700000-9720000:3895:fwd	64	65	63	64	
302_c1	4092	4092	4024	4024	HAF3	646-9700000-9720000:3895:fwd	149	149	148	148	
302_c1	4093	4265	4025	4194	HAF5	646-9700000-9720000:3895:fwd	150	322	149	319	
302_c1	4266	4266	4195	4195	HAF2	646-9700000-9720000:3895:fwd	323	323	320	320	
302_c1	4267	4322	4196	4251	HAF5	646-9700000-9720000:3895:fwd	324	379	321	377	
302_c1	4287	4288	4216	4217	R454	646-9700000-9720000:3895:fwd	344	345	341	342	
302_c1	4323	4484	4252	4407	HAF3	646-9700000-9720000:3895:fwd	380	541	378	536	
302_c1	4373	4374	4301	4302	R454	646-9700000-9720000:3895:fwd	430	431	427	429	
302_c1	4410	4411	4336	4337	R454	646-9700000-9720000:3895:fwd	467	468	463	465	
302_c1	4452	4453	4376	4377	R454	646-9700000-9720000:3895:fwd	509	510	503	505	
302_c1	4453	4454	4377	4378	R454	646-9700000-9720000:3895:fwd	510	511	505	507	
302_c1	4481	4450	4404	4374	HAF3	376-9700000-9720000:4419:rev	5	36	5	35	
302_c1	4448	4437	4372	4362	HAF2	376-9700000-9720000:4419:rev	38	49	36	46	
302_c1	4436	4323	4361	4252	HAF3	376-9700000-9720000:4419:rev	50	163	47	156	
302_c1	4322	4226	4251	4155	HAF5	376-9700000-9720000:4419:rev	164	260	157	253	
302_c1	4224	4221	4153	4150	HAF4	376-9700000-9720000:4419:rev	262	265	254	257	
302_c1	4220	4093	4149	4025	HAF5	376-9700000-9720000:4419:rev	266	393	258	383	
302_c1	4092	4092	4024	4024	HAF3	376-9700000-9720000:4419:rev	394	394	384	384	
302_c1	4091	3958	4023	3892	HAF5	376-9700000-9720000:4419:rev	395	528	385	516	
302_c1	3957	3948	-1	3883	HAF2	376-9700000-9720000:4419:rev	529	538	517	526	
302_c1	3922	4091	3859	4023	HAF5	468-9700000-9720000:3871:fwd	5	174	5	169	
302_c1	4091	4091	4023	4023	CRMr	468-9700000-9720000:3871:fwd	174	174	169	169	
302_c1	4092	4092	4024	4024	CRMr	468-9700000-9720000:3871:fwd	175	175	170	170	
302_c1	4092	4092	4024	4024	HAF3	468-9700000-9720000:3871:fwd	175	175	170	170	
302_c1	4093	4322	4025	4251	HAF5	468-9700000-9720000:3871:fwd	176	405	171	397	
302_c1	4102	4103	4034	4035	R454	468-9700000-9720000:3871:fwd	185	186	180	182	
302_c1	4122	4123	4054	4055	R454	468-9700000-9720000:3871:fwd	205	206	201	203	
302_c1	4291	4292	4220	4221	R454	468-9700000-9720000:3871:fwd	374	375	366	367	
302_c1	4323	4350	4252	4279	HAF3	468-9700000-9720000:3871:fwd	406	433	398	425	
302_c1	3738	3761	3680	3702	HAF5	593-9700000-9720000:3692:fwd	5	28	5	26	
302_c1	3762	3776	3703	3717	HAF4	593-9700000-9720000:3692:fwd	29	43	27	41	
302_c1	3778	3840	3718	3779	HAF5	593-9700000-9720000:3692:fwd	45	107	42	103	
302_c1	3841	3845	3780	3783	HAF4	593-9700000-9720000:3692:fwd	108	112	104	107	
302_c1	3846	3898	3784	3836	HAF5	593-9700000-9720000:3692:fwd	113	165	108	160	
302_c1	3899	3910	3837	-1	HAF4	593-9700000-9720000:3692:fwd	166	177	161	172	
302_c1	3911	4091	3848	4023	HAF5	593-9700000-9720000:3692:fwd	178	358	173	350	
302_c1	4018	4019	3951	3952	R454	593-9700000-9720000:3692:fwd	285	286	277	279	
302_c1	4091	4091	4023	4023	CRMr	593-9700000-9720000:3692:fwd	358	358	350	350	
302_c1	4092	4092	4024	4024	HAF3	593-9700000-9720000:3692:fwd	359	359	351	351	
302_c1	4092	4092	4024	4024	SRMr	593-9700000-9720000:3692:fwd	359	359	351	351	Strong Repeat Marker base found by MIRA
302_c1	4093	4135	4025	4066	HAF5	593-9700000-9720000:3692:fwd	360	402	352	393	
302_c1	4136	4147	4067	4078	HAF2	593-9700000-9720000:3692:fwd	403	414	394	405	
302_c1	4150	4308	4080	4237	HAF5	593-9700000-9720000:3692:fwd	417	575	406	565	
302_c1	4164	4165	4094	4095	R454	593-9700000-9720000:3692:fwd	431	432	420	422	
302_c1	4231	4232	4160	4161	R454	593-9700000-9720000:3692:fwd	498	499	487	488	
302_c1	4247	4248	4176	4177	R454	593-9700000-9720000:3692:fwd	514	515	504	505	
302_c1	3715	3731	3657	3673	HAF3	447-9700000-9720000:3669:fwd	5	21	5	21	
302_c1	3732	3737	3674	3679	HAF4	447-9700000-9720000:3669:fwd	22	27	22	27	
302_c1	3738	3761	3680	3702	HAF5	447-9700000-9720000:3669:fwd	28	51	28	50	
302_c1	3762	3776	3703	3717	HAF4	447-9700000-9720000:3669:fwd	52	66	51	65	
302_c1	3778	3840	3718	3779	HAF5	447-9700000-9720000:3669:fwd	68	130	66	127	
302_c1	3841	3845	3780	3783	HAF4	447-9700000-9720000:3669:fwd	131	135	128	131	
302_c1	3846	3898	3784	3836	HAF5	447-9700000-9720000:3669:fwd	136	188	132	184	
302_c1	3899	3909	3837	3847	HAF4	447-9700000-9720000:3669:fwd	189	199	185	195	
302_c1	3911	4091	3848	4023	HAF5	447-9700000-9720000:3669:fwd	201	381	196	371	
302_c1	4072	4073	4004	4005	R454	447-9700000-9720000:3669:fwd	362	363	351	353	
302_c1	4091	4091	4023	4023	CRMr	447-9700000-9720000:3669:fwd	381	381	371	371	
302_c1	4092	4092	4024	4024	HAF3	447-9700000-9720000:3669:fwd	382	382	372	372	
302_c1	4092	4092	4024	4024	SRMr	447-9700000-9720000:3669:fwd	382	382	372	372	Strong Repeat Marker base found by MIRA
302_c1	4093	4094	4025	4026	R454	447-9700000-9720000:3669:fwd	383	384	373	374	
302_c1	4093	4287	4025	4216	HAF5	447-9700000-9720000:3669:fwd	383	577	373	567	
302_c1	4137	4138	4068	4069	R454	447-9700000-9720000:3669:fwd	427	428	418	419	
302_c1	4179	4180	4109	4110	R454	447-9700000-9720000:3669:fwd	469	470	459	461	
302_c1	4247	4248	4176	4177	R454	447-9700000-9720000:3669:fwd	537	538	526	527	
302_c1	4293	4226	4222	4155	HAF5	27-9700000-9720000:4237:rev	5	72	5	72	
302_c1	4224	4221	4153	4150	HAF2	27-9700000-9720000:4237:rev	74	77	73	76	
302_c1	4220	4093	4149	4025	HAF5	27-9700000-9720000:4237:rev	78	205	77	197	
302_c1	4092	4092	4024	4024	HAF3	27-9700000-9720000:4237:rev	206	206	198	198	
302_c1	4092	4092	4024	4024	SRMr	27-9700000-9720000:4237:rev	206	206	198	198	Strong Repeat Marker base found by MIRA
302_c1	4091	4091	4023	4023	CRMr	27-9700000-9720000:4237:rev	207	207	199	199	
302_c1	4091	3911	4023	3848	HAF5	27-9700000-9720000:4237:rev	207	387	199	374	
302_c1	4086	4085	4018	4017	R454	27-9700000-9720000:4237:rev	212	213	204	206	
302_c1	4062	4061	3994	3993	R454	27-9700000-9720000:4237:rev	236	237	229	231	
302_c1	3909	3899	3847	3837	HAF4	27-9700000-9720000:4237:rev	389	399	375	385	
302_c1	3898	3846	3836	3784	HAF5	27-9700000-9720000:4237:rev	400	452	386	438	
302_c1	3845	3841	3783	3780	HAF4	27-9700000-9720000:4237:rev	453	457	439	442	
302_c1	3840	3778	3779	3718	HAF5	27-9700000-9720000:4237:rev	458	520	443	504	
302_c1	3776	3762	3717	3703	HAF4	27-9700000-9720000:4237:rev	522	536	505	519	
302_c1	3761	3738	3702	3680	HAF5	27-9700000-9720000:4237:rev	537	560	520	542	
302_c1	3737	3732	3679	3674	HAF4	27-9700000-9720000:4237:rev	561	566	543	548	
302_c1	3731	3719	3673	3661	HAF3	27-9700000-9720000:4237:rev	567	579	549	561	
302_c1	4193	4093	4123	4025	HAF5	14-9700000-9720000:4138:rev	5	105	5	104	
302_c1	4161	4160	4091	4090	R454	14-9700000-9720000:4138:rev	37	38	37	39	
302_c1	4092	4092	4024	4024	CRMr	14-9700000-9720000:4138:rev	106	106	105	105	
302_c1	4092	4092	4024	4024	HAF3	14-9700000-9720000:4138:rev	106	106	105	105	
302_c1	4091	3911	4023	3848	HAF5	14-9700000-9720000:4138:rev	107	287	106	279	
302_c1	3987	3986	3921	3920	R454	14-9700000-9720000:4138:rev	211	212	206	208	
302_c1	3910	3899	-1	3837	HAF4	14-9700000-9720000:4138:rev	288	299	280	291	
302_c1	3898	3846	3836	3784	HAF5	14-9700000-9720000:4138:rev	300	352	292	344	
302_c1	3845	3841	3783	3780	HAF4	14-9700000-9720000:4138:rev	353	357	345	348	
302_c1	3840	3778	3779	3718	HAF5	14-9700000-9720000:4138:rev	358	420	349	410	
302_c1	3776	3762	3717	3703	HAF4	14-9700000-9720000:4138:rev	422	436	410	424	
302_c1	3761	3738	3702	3680	HAF5	14-9700000-9720000:4138:rev	437	460	425	447	
302_c1	3737	3732	3679	3674	HAF4	14-9700000-9720000:4138:rev	461	466	448	453	
302_c1	3731	3693	3673	3636	HAF3	14-9700000-9720000:4138:rev	467	505	454	491	
302_c1	3722	3721	3664	3663	R454	14-9700000-9720000:4138:rev	476	477	463	465	
302_c1	3692	3686	-1	3630	HAF2	14-9700000-9720000:4138:rev	506	512	492	498	
302_c1	3684	3671	3629	3616	HAF3	14-9700000-9720000:4138:rev	514	527	500	513	
302_c1	3670	3635	3615	3580	HAF5	14-9700000-9720000:4138:rev	528	563	514	549	
302_c1	3528	3670	3476	3615	HAF5	616-9700000-9720000:3487:fwd	5	147	5	144	
302_c1	3640	3641	3585	3586	R454	616-9700000-9720000:3487:fwd	117	118	113	114	
302_c1	3671	3731	3616	3673	HAF3	616-9700000-9720000:3487:fwd	148	208	145	202	
302_c1	3732	3737	3674	3679	HAF4	616-9700000-9720000:3487:fwd	209	214	203	208	
302_c1	3738	3761	3680	3702	HAF5	616-9700000-9720000:3487:fwd	215	238	209	231	
302_c1	3762	3777	3703	-1	HAF4	616-9700000-9720000:3487:fwd	239	254	232	247	
302_c1	3778	3840	3718	3779	HAF5	616-9700000-9720000:3487:fwd	255	317	248	311	
302_c1	3789	3790	3729	3730	R454	616-9700000-9720000:3487:fwd	266	267	259	260	
302_c1	3835	3836	3774	3775	R454	616-9700000-9720000:3487:fwd	312	313	305	306	
302_c1	3841	3845	3780	3783	HAF4	616-9700000-9720000:3487:fwd	318	322	312	315	
302_c1	3846	3898	3784	3836	HAF5	616-9700000-9720000:3487:fwd	323	375	316	369	
302_c1	3891	3892	3829	3830	R454	616-9700000-9720000:3487:fwd	368	369	361	363	
302_c1	3895	3896	3833	3834	R454	616-9700000-9720000:3487:fwd	372	373	366	367	
302_c1	3899	3910	3837	-1	HAF4	616-9700000-9720000:3487:fwd	376	387	370	382	
302_c1	3911	4091	3848	4023	HAF5	616-9700000-9720000:3487:fwd	388	568	383	559	
302_c1	3967	3968	3901	3902	R454	616-9700000-9720000:3487:fwd	444	445	435	437	
302_c1	4064	4065	3996	3997	R454	616-9700000-9720000:3487:fwd	541	542	530	531	
302_c1	4076	4077	4008	4009	R454	616-9700000-9720000:3487:fwd	553	554	543	544	
302_c1	4092	4092	4024	4024	CRMr	616-9700000-9720000:3487:fwd	569	569	560	560	
302_c1	4092	4092	4024	4024	HAF3	616-9700000-9720000:3487:fwd	569	569	560	560	
302_c1	4093	4125	4025	4057	HAF5	616-9700000-9720000:3487:fwd	570	602	561	593	
302_c1	3585	3670	3531	3615	HAF5	449-9700000-9720000:3528:fwd	18	103	18	102	
302_c1	3671	3731	3616	3673	HAF3	449-9700000-9720000:3528:fwd	104	164	103	159	
302_c1	3732	3737	3674	3679	HAF4	449-9700000-9720000:3528:fwd	165	170	160	165	
302_c1	3738	3761	3680	3702	HAF5	449-9700000-9720000:3528:fwd	171	194	166	188	
302_c1	3762	3776	3703	3717	HAF4	449-9700000-9720000:3528:fwd	195	209	189	203	
302_c1	3778	3840	3718	3779	HAF5	449-9700000-9720000:3528:fwd	211	273	204	264	
302_c1	3841	3845	3780	3783	HAF4	449-9700000-9720000:3528:fwd	274	278	265	268	
302_c1	3846	3898	3784	3836	HAF5	449-9700000-9720000:3528:fwd	279	331	269	321	
302_c1	3899	3909	3837	3847	HAF4	449-9700000-9720000:3528:fwd	332	342	322	332	
302_c1	3912	4091	3849	4023	HAF5	449-9700000-9720000:3528:fwd	345	524	333	504	
302_c1	3951	3953	3886	3888	R454	449-9700000-9720000:3528:fwd	384	386	369	370	
302_c1	4075	4076	4007	4008	R454	449-9700000-9720000:3528:fwd	508	509	487	489	
302_c1	4092	4092	4024	4024	CRMr	449-9700000-9720000:3528:fwd	525	525	505	505	
302_c1	4092	4092	4024	4024	HAF3	449-9700000-9720000:3528:fwd	525	525	505	505	
302_c1	4093	4113	4025	4045	HAF5	449-9700000-9720000:3528:fwd	526	546	506	526	
302_c1	3448	3515	3399	3464	HAF5	213-9700000-9720000:3410:fwd	5	72	5	71	
302_c1	3493	3494	3442	3443	R454	213-9700000-9720000:3410:fwd	50	51	48	50	
302_c1	3516	3520	-1	3468	HAF3	213-9700000-9720000:3410:fwd	73	77	72	76	
302_c1	3521	3670	3469	3615	HAF5	213-9700000-9720000:3410:fwd	78	227	77	224	
302_c1	3602	3603	3548	3549	R454	213-9700000-9720000:3410:fwd	159	160	155	156	
302_c1	3637	3638	3582	3583	R454	213-9700000-9720000:3410:fwd	194	195	190	192	
302_c1	3671	3731	3616	3673	HAF3	213-9700000-9720000:3410:fwd	228	288	225	282	
302_c1	3732	3737	3674	3679	HAF4	213-9700000-9720000:3410:fwd	289	294	283	288	
302_c1	3735	3736	3677	3678	R454	213-9700000-9720000:3410:fwd	292	293	286	287	
302_c1	3738	3761	3680	3702	HAF5	213-9700000-9720000:3410:fwd	295	318	289	311	
302_c1	3762	3776	3703	3717	HAF4	213-9700000-9720000:3410:fwd	319	333	312	326	
302_c1	3778	3840	3718	3779	HAF5	213-9700000-9720000:3410:fwd	335	397	327	389	
302_c1	3829	3830	3768	3769	R454	213-9700000-9720000:3410:fwd	386	387	377	378	
302_c1	3841	3845	3780	3783	HAF4	213-9700000-9720000:3410:fwd	398	402	390	393	
302_c1	3846	3899	3784	3837	HAF5	213-9700000-9720000:3410:fwd	403	456	394	447	
302_c1	3862	3863	3800	3801	R454	213-9700000-9720000:3410:fwd	419	420	410	412	
302_c1	3900	3903	3838	3841	HAF3	213-9700000-9720000:3410:fwd	457	460	448	451	
302_c1	3904	3909	3842	3847	HAF4	213-9700000-9720000:3410:fwd	461	466	452	457	
302_c1	3911	3941	3848	3877	HAF5	213-9700000-9720000:3410:fwd	468	498	458	488	
302_c1	3942	3946	3878	-1	HAF2	213-9700000-9720000:3410:fwd	499	503	489	493	
302_c1	3947	4030	3882	3963	HAF5	213-9700000-9720000:3410:fwd	504	587	494	574	
302_c1	3382	3516	3334	-1	HAF5	427-9700000-9720000:3345:fwd	5	139	5	136	
302_c1	3517	3520	3465	3468	HAF3	427-9700000-9720000:3345:fwd	140	143	137	140	
302_c1	3521	3543	3469	3490	HAF5	427-9700000-9720000:3345:fwd	144	166	141	163	
302_c1	3544	3550	3491	3497	HAF3	427-9700000-9720000:3345:fwd	167	173	164	170	
302_c1	3551	3670	3498	3615	HAF5	427-9700000-9720000:3345:fwd	174	293	171	289	
302_c1	3671	3735	3616	3677	HAF3	427-9700000-9720000:3345:fwd	294	358	290	352	
302_c1	3737	3737	3679	3679	HAF4	427-9700000-9720000:3345:fwd	360	360	353	353	
302_c1	3738	3760	3680	3701	HAF5	427-9700000-9720000:3345:fwd	361	383	354	376	
302_c1	3761	3776	3702	3717	HAF4	427-9700000-9720000:3345:fwd	384	399	377	392	
302_c1	3778	3840	3718	3779	HAF5	427-9700000-9720000:3345:fwd	401	463	393	453	
302_c1	3841	3845	3780	3783	HAF4	427-9700000-9720000:3345:fwd	464	468	454	457	
302_c1	3846	3898	3784	3836	HAF5	427-9700000-9720000:3345:fwd	469	521	458	510	
302_c1	3899	3909	3837	3847	HAF4	427-9700000-9720000:3345:fwd	522	532	511	521	
302_c1	3911	3990	3848	3924	HAF5	427-9700000-9720000:3345:fwd	534	613	522	599	
302_c1	3940	3911	3876	3848	HAF5	86-9700000-9720000:3892:rev	5	34	5	34	
302_c1	3909	3899	3847	3837	HAF4	86-9700000-9720000:3892:rev	36	46	35	45	
302_c1	3898	3846	3836	3784	HAF5	86-9700000-9720000:3892:rev	47	99	46	98	
302_c1	3887	3886	3825	3824	R454	86-9700000-9720000:3892:rev	58	59	57	59	
302_c1	3845	3841	3783	3780	HAF4	86-9700000-9720000:3892:rev	100	104	99	103	
302_c1	3840	3778	3779	3718	HAF5	86-9700000-9720000:3892:rev	105	167	104	165	
302_c1	3776	3762	3717	3703	HAF4	86-9700000-9720000:3892:rev	169	183	166	180	
302_c1	3761	3738	3702	3680	HAF5	86-9700000-9720000:3892:rev	184	207	181	203	
302_c1	3737	3737	3679	3679	HAF4	86-9700000-9720000:3892:rev	208	208	204	204	
302_c1	3735	3686	3677	3630	HAF3	86-9700000-9720000:3892:rev	210	259	205	251	
302_c1	3684	3671	3629	3616	HAF3	86-9700000-9720000:3892:rev	261	274	253	266	
302_c1	3670	3521	3615	3469	HAF5	86-9700000-9720000:3892:rev	275	424	267	414	
302_c1	3546	3545	3493	3492	R454	86-9700000-9720000:3892:rev	399	400	389	390	
302_c1	3520	3520	3468	3468	HAF3	86-9700000-9720000:3892:rev	425	425	415	415	
302_c1	3519	3371	3467	3323	HAF5	86-9700000-9720000:3892:rev	426	574	416	561	
302_c1	3465	3464	3415	3414	R454	86-9700000-9720000:3892:rev	480	481	468	470	
302_c1	3405	3409	3357	3361	HAF4	26-9700000-9720000:3341:fwd	30	34	30	34	
302_c1	3410	3519	3362	3467	HAF5	26-9700000-9720000:3341:fwd	35	144	35	140	
302_c1	3520	3520	3468	3468	HAF3	26-9700000-9720000:3341:fwd	145	145	141	141	
302_c1	3521	3670	3469	3615	HAF5	26-9700000-9720000:3341:fwd	146	295	142	287	
302_c1	3671	3731	3616	3673	HAF3	26-9700000-9720000:3341:fwd	296	356	287	344	
302_c1	3732	3737	3674	3679	HAF4	26-9700000-9720000:3341:fwd	357	362	345	350	
302_c1	3738	3761	3680	3702	HAF5	26-9700000-9720000:3341:fwd	363	386	351	373	
302_c1	3762	3777	3703	-1	HAF4	26-9700000-9720000:3341:fwd	387	402	374	389	
302_c1	3778	3840	3718	3779	HAF5	26-9700000-9720000:3341:fwd	403	465	390	453	
302_c1	3822	3823	3761	3762	R454	26-9700000-9720000:3341:fwd	447	448	434	435	
302_c1	3841	3845	3780	3783	HAF4	26-9700000-9720000:3341:fwd	466	470	454	457	
302_c1	3846	3898	3784	3836	HAF5	26-9700000-9720000:3341:fwd	471	523	457	510	
302_c1	3889	3890	3827	3828	R454	26-9700000-9720000:3341:fwd	514	515	500	502	
302_c1	3899	3914	3837	3851	HAF4	26-9700000-9720000:3341:fwd	524	539	511	526	
302_c1	3915	3916	3852	3853	HAF3	26-9700000-9720000:3341:fwd	540	541	527	528	
302_c1	3917	3987	3854	3921	HAF5	26-9700000-9720000:3341:fwd	542	612	529	596	
302_c1	3840	3778	3779	3718	HAF5	23-9700000-9720000:3810:rev	20	82	20	81	
302_c1	3776	3762	3717	3703	HAF4	23-9700000-9720000:3810:rev	84	98	82	96	
302_c1	3761	3738	3702	3680	HAF5	23-9700000-9720000:3810:rev	99	122	97	119	
302_c1	3737	3732	3679	3674	HAF4	23-9700000-9720000:3810:rev	123	128	120	125	
302_c1	3731	3686	3673	3630	HAF3	23-9700000-9720000:3810:rev	129	174	126	170	
302_c1	3684	3671	3629	3616	HAF3	23-9700000-9720000:3810:rev	176	189	172	185	
302_c1	3670	3551	3615	3498	HAF5	23-9700000-9720000:3810:rev	190	309	186	302	
302_c1	3662	3661	3607	3606	R454	23-9700000-9720000:3810:rev	198	199	194	196	
302_c1	3550	3544	3497	3491	HAF3	23-9700000-9720000:3810:rev	310	316	303	308	
302_c1	3543	3521	3490	3469	HAF5	23-9700000-9720000:3810:rev	317	339	309	331	
302_c1	3520	3517	3468	3465	HAF3	23-9700000-9720000:3810:rev	340	343	332	335	
302_c1	3514	3419	3463	3371	HAF5	23-9700000-9720000:3810:rev	346	441	336	427	
302_c1	3811	3778	3750	3718	HAF5	754-9700000-9720000:3765:rev	5	38	5	37	
302_c1	3776	3762	3717	3703	HAF4	754-9700000-9720000:3765:rev	40	54	38	52	
302_c1	3761	3738	3702	3680	HAF5	754-9700000-9720000:3765:rev	55	78	53	75	
302_c1	3737	3732	3679	3674	HAF4	754-9700000-9720000:3765:rev	79	84	76	81	
302_c1	3731	3686	3673	3630	HAF3	754-9700000-9720000:3765:rev	85	130	82	125	
302_c1	3684	3671	3629	3616	HAF3	754-9700000-9720000:3765:rev	132	145	127	140	
302_c1	3670	3521	3615	3469	HAF5	754-9700000-9720000:3765:rev	146	295	141	287	
302_c1	3520	3520	3468	3468	HAF3	754-9700000-9720000:3765:rev	296	296	288	288	
302_c1	3519	3289	3467	3241	HAF5	754-9700000-9720000:3765:rev	297	527	289	516	
302_c1	3404	3403	3356	3355	R454	754-9700000-9720000:3765:rev	412	413	400	402	
302_c1	3365	3364	3317	3316	R454	754-9700000-9720000:3765:rev	451	452	440	442	
302_c1	3288	3288	3240	3240	HAF3	754-9700000-9720000:3765:rev	528	528	517	517	
302_c1	3288	3288	3240	3240	SRMr	754-9700000-9720000:3765:rev	528	528	517	517	Strong Repeat Marker base found by MIRA
302_c1	3287	3251	3239	3204	HAF5	754-9700000-9720000:3765:rev	529	565	518	553	
302_c1	3242	3287	3195	3239	HAF5	367-9700000-9720000:3167:fwd	44	89	44	89	
302_c1	3276	3277	3228	3229	R454	367-9700000-9720000:3167:fwd	78	79	77	79	
302_c1	3288	3288	3240	3240	HAF3	367-9700000-9720000:3167:fwd	90	90	90	90	
302_c1	3288	3288	3240	3240	SRMr	367-9700000-9720000:3167:fwd	90	90	90	90	Strong Repeat Marker base found by MIRA
302_c1	3289	3515	3241	3464	HAF5	367-9700000-9720000:3167:fwd	91	317	91	315	
302_c1	3307	3308	3259	3260	R454	367-9700000-9720000:3167:fwd	109	110	109	111	
302_c1	3516	3520	-1	3468	HAF3	367-9700000-9720000:3167:fwd	318	322	316	320	
302_c1	3521	3670	3469	3615	HAF5	367-9700000-9720000:3167:fwd	323	472	321	467	
302_c1	3671	3722	3616	3664	HAF3	367-9700000-9720000:3167:fwd	473	524	468	518	
302_c1	3672	3673	3617	3618	R454	367-9700000-9720000:3167:fwd	474	475	469	470	
302_c1	3087	3108	3043	3063	HAF4	501-9700000-9720000:3054:fwd	5	26	5	25	
302_c1	3109	3287	3064	3239	HAF5	501-9700000-9720000:3054:fwd	27	205	26	198	
302_c1	3288	3288	3240	3240	HAF3	501-9700000-9720000:3054:fwd	206	206	199	199	
302_c1	3288	3288	3240	3240	SRMr	501-9700000-9720000:3054:fwd	206	206	199	199	Strong Repeat Marker base found by MIRA
302_c1	3289	3519	3241	3467	HAF5	501-9700000-9720000:3054:fwd	207	437	200	427	
302_c1	3520	3520	3468	3468	HAF3	501-9700000-9720000:3054:fwd	438	438	428	428	
302_c1	3521	3670	3469	3615	HAF5	501-9700000-9720000:3054:fwd	439	588	429	578	
302_c1	3526	3527	3474	3475	R454	501-9700000-9720000:3054:fwd	444	445	434	435	
302_c1	3619	3620	3564	3565	R454	501-9700000-9720000:3054:fwd	537	538	525	526	
302_c1	3625	3626	3570	3571	R454	501-9700000-9720000:3054:fwd	543	544	532	533	
302_c1	3671	3674	3616	3619	HAF3	501-9700000-9720000:3054:fwd	589	592	579	582	
302_c1	3074	3096	3030	3052	HAF5	261-9700000-9720000:3041:fwd	5	27	5	27	
302_c1	3098	3108	3053	3063	HAF4	261-9700000-9720000:3041:fwd	29	39	28	38	
302_c1	3109	3287	3064	3239	HAF5	261-9700000-9720000:3041:fwd	40	218	38	213	
302_c1	3288	3288	3240	3240	HAF3	261-9700000-9720000:3041:fwd	219	219	214	214	
302_c1	3288	3288	3240	3240	SRMr	261-9700000-9720000:3041:fwd	219	219	214	214	Strong Repeat Marker base found by MIRA
302_c1	3289	3519	3241	3467	HAF5	261-9700000-9720000:3041:fwd	220	450	215	443	
302_c1	3352	3353	3304	3305	R454	261-9700000-9720000:3041:fwd	283	284	278	279	
302_c1	3520	3520	3468	3468	HAF3	261-9700000-9720000:3041:fwd	451	451	444	444	
302_c1	3521	3543	3469	3490	HAF5	261-9700000-9720000:3041:fwd	452	474	445	469	
